Painting,HueSD_z,SaturationSD_z,Brightness_z,BrightnessSD_z,ColourComponent_z,Entropy_z,StraightEdgeDensity_z,NonStraightEdgeDensity_z,Horizontal_Symmetry_z,Vertical_Symmetry_z
108.jpg,-1.4760335910021525,-1.2855922298015234,0.8482474419477488,0.7877989486437196,-1.2676570894277177,-1.0273744946313872,-0.9702869691868976,1.8208800114014851,0.14510763805378613,1.2554114879598153
109.jpg,-1.2408061147433997,-0.45314007414850205,0.06686595860696376,1.6323562307550856,-1.1997882455581226,0.2489043090288507,-0.4500300946967354,0.6092587590012014,0.48584386984905564,1.3628679498752294
110.jpg,-0.8023317333196249,0.08160498284347965,-0.5752554966544058,0.25278529494331126,-0.43052131389964426,-0.17752649752510247,0.22395952852317771,0.5451110528455291,-0.3908546909622605,-0.35381455145636936
111.jpg,0.33870065846967756,-0.42501369066800126,0.5053714041198063,-0.4626759194720709,-1.042216588491683,0.09199656577420809,0.31623566469399433,0.19161882443505038,0.7016839028012182,0.8006871918055679
112.jpg,-1.3411280292070469,-0.21360680138752666,1.0927146859591865,0.9974096630910314,-1.3423081464515088,0.8062120618516021,1.0325642049558441,-0.12790247478346273,-0.13984970882126213,-0.17035229940566401
113.jpg,-1.046267906899222,-0.948454911950201,-0.2804774543663818,-0.05060024814063138,-0.6290265679360658,0.41258527597804173,-0.4598033307472074,1.5922038583354525,0.24453956334635563,-0.04061827831266652
114.jpg,-1.0048987218490204,0.4224944041422535,-0.5092885367761701,1.1737130213659008,-1.0975253129877465,-0.2105045517528457,-0.09803366144597926,-0.98629570209677,-0.31082411694629053,0.6355711649599339
115.jpg,-1.1700359089892192,0.4727721514539169,-0.938451110524213,1.4982030628729504,-0.915727449659589,-0.8670114790061834,-0.5384822060789493,-1.0079819018102616,-2.6498995302312527,1.1663012512494737
116.jpg,-0.09135366715760913,2.390773221037626,0.4085600802250604,-0.9947567351521033,-0.30992590115276236,-0.30532999074760886,-0.5680256739048426,-0.5424633145098922,0.4652299341176688,0.5058371438669349
117.jpg,-1.3167230257056448,1.0659919159831308,0.5255377954332429,1.0751589774192147,-0.9612492170842724,-0.16398577822090485,-0.6080541217186739,-0.36050811017096696,0.14025730023463556,0.7613738520804167
118.jpg,1.051838961208201,1.3511262732067957,-0.2445871521412276,0.41656771332348047,0.3152785375043845,0.16154846459293137,-0.5529668512559385,-0.15685015153286305,-0.9013527464277711,0.21098709592830056
119.jpg,-1.0737499044419179,0.67908678329874,0.6681857414826989,-0.22152222482243042,2.7855316290171857,-0.1554457303535337,-0.7738789178533182,0.775844524498291,0.6362043422426972,0.2922346646936141
120.jpg,-0.5323789842643268,-1.2949939600955012,-0.3273854756821305,0.9189141064217309,0.38102812408114767,-0.3311932033089111,-0.28546887340977156,-0.08039745261169014,-0.8201095879570125,0.7784096326279818
121.jpg,-1.1530494898275827,0.0019125290417214798,-0.7246708132913601,0.5182403191216279,-0.5708351351746677,-0.06731841810521276,-0.5544772062540773,0.7840909891394582,-0.41874413342237116,-0.4114741163865919
122.jpg,0.5784962504343383,0.8206577850903795,1.0232659285455692,1.2114740100820662,0.23230950460886776,0.29513959066747875,0.28732823556984427,-1.5444657614092794,-0.13984970882126213,0.9710449972812228
123.jpg,-0.8035333981243379,0.11653741373318728,0.05896318636206047,-1.1808949462031426,-0.15662780170279902,-0.1784674311657217,0.14483773447563905,-0.6936557399193217,1.2582601675486518,0.7364754035878208
124.jpg,0.39782544996533753,0.12895539814303653,-0.6441935195382595,1.4745197708126954,0.6429527045116742,-0.3830741823779952,-0.4286303078170639,-1.0045339560638908,-1.1159801949251464,-0.6329392635049421
125.jpg,-1.119887672359229,-1.4015004883323687,-1.257888545664783,-0.36274677060578364,0.14693185262150518,-0.7707477879771241,-0.10128862466022426,-0.1944109111904804,-0.016166094432942528,-0.45733967939926756
126.jpg,-1.415522308387283,-0.8484894785203921,-1.2225248982912797,-0.9729143670368244,-1.6987427997568445,-1.6688223093814183,-0.10818520438469621,-1.7630654881526493,0.3706483466442485,0.47176558277180336
127.jpg,-0.14777296674408386,-0.3184439681872836,-0.4933911775292384,1.011768444269379,-0.21660162291801757,0.3545187158710292,0.7548239918114064,-0.7433085894757688,-0.828597679140525,-0.05503316954522179
128.jpg,-1.0027808953307145,-0.6373670203749967,-0.06388573084078254,-0.7368710099288188,-0.5767426065400157,-0.040995401635107113,-0.09646711296053338,-0.5893692111039743,0.9599643916709418,0.7535111841353859
129.jpg,-1.1913090049928996,-0.7557782375870356,-0.1348189828398051,0.25150228090845667,-0.35660355743446515,-0.5493250403793685,1.728820972120836,-1.6176720522695023,-0.0028276654302808605,0.41672690715659205
130.jpg,-0.6453022615726803,0.08694186630740212,0.3252822515767391,1.056233575233191,-0.17997966623495332,1.5201752731122689,0.4458750877235836,0.744678794518286,-0.5642542679968635,-1.3169913747225719
131.jpg,-1.0552647719075736,-0.7479718042255543,-1.460122390485045,-0.09157504270491953,-0.2642849471470778,-0.39684726765971207,-0.35610805770752413,1.0757414011809519,-0.6163953995527243,-1.4244478366379847
132.jpg,0.6482578941286873,1.2365374252060666,-0.9889618638294934,1.0893835239068144,-0.42372856404889586,0.5108534478234842,1.1491635270753489,-0.6881021458087313,-2.4862006288349496,-1.5410774111559333
133.jpg,-0.6100802128254118,0.26800706638960503,-0.3676501470339378,0.34226541524206405,0.39394223780446774,0.8180736219987504,-0.7791888413468635,0.7841549135310182,-0.09013374617497737,-0.018340719135080428
