target,model,avg_pearson,avg_spearman,avg_w_ridge,avg_w_gbrt,avg_w_nn
Beauty,hybrid_ridge+gbrt+nn,0.4005046278921716,0.38569297379070894,0.5630434782608696,0.19782608695652174,0.23913043478260862
