rater,pearson,spearman,w_ridge,w_gbrt,w_nn
24,0.6619520227652632,0.6812408793301806,0.0,0.2,0.8
15,0.6440070358764786,0.6484733044723513,0.9500000000000001,0.0,0.04999999999999993
